Execution,Algorithm,Workflow,Hosts,Best ENERGY,Mean ENERGY,Min ENERGY,Max ENERGY,Best MAKESPAN,Mean MAKESPAN,Min MAKESPAN,Max MAKESPAN
montage-chameleon-2mass-005d-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-2mass-005d-001,16,61023.606624,64671.563294,61023.606624,71111.120901,27.858454,28.267360,27.858454,28.965755
montage-chameleon-dss-10d-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-10d-001,2,10179730.601300,10659188.833502,10179730.601300,10976438.162974,21893.044697,22035.918802,21893.044697,22136.536888
montage-chameleon-dss-10d-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-10d-001,4,10474496.049825,10922014.264456,10474496.049825,11367718.332783,10981.542483,10999.410299,10981.542483,11031.915045
montage-chameleon-dss-10d-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-10d-001,8,9926910.666926,10729396.770442,9926910.666926,11201658.714728,5524.312386,5577.697473,5524.312386,5638.542433
montage-chameleon-dss-10d-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-10d-001,16,10629619.307456,11348217.368765,10629619.307456,11949448.203797,3021.415044,3057.883152,3021.415044,3099.052769
montage-chameleon-dss-125d-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-125d-001,2,10886166.361424,11265333.778928,10886166.361424,11645949.453758,22166.149626,22299.334859,22166.149626,22472.610960
montage-chameleon-dss-125d-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-125d-001,4,10854688.572903,11269524.307483,10854688.572903,11693755.623944,11078.139403,11122.502583,11078.139403,11165.103564
montage-chameleon-dss-125d-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-125d-001,8,11298289.901830,11653923.711426,11298289.901830,12103259.836658,5586.681458,5618.548563,5586.681458,5676.759330
montage-chameleon-dss-125d-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,montage-chameleon-dss-125d-001,16,11428509.767809,11794477.166876,11428509.767809,12250118.777385,2876.402026,2928.412025,2876.402026,2990.234687
seismology-chameleon-100p-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-100p-001,2,18966.498961,20183.568421,18966.498961,21469.811865,41.926853,41.943170,41.926853,41.965881
seismology-chameleon-100p-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-100p-001,4,19539.454660,21047.508567,19539.454660,21735.113911,21.045262,21.069936,21.045262,21.106574
seismology-chameleon-100p-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-100p-001,8,20201.029261,21446.741784,20201.029261,22300.120480,10.601755,10.635871,10.601755,10.660240
seismology-chameleon-100p-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-100p-001,16,21111.520755,21725.843216,21111.520755,21996.109483,5.393911,5.427453,5.393911,5.505325
seismology-chameleon-500p-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-500p-001,2,85651.996543,88159.746137,85651.996543,90604.581058,167.893405,167.909507,167.893405,167.942304
seismology-chameleon-500p-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-500p-001,4,87314.573441,88946.921516,87314.573441,91085.044388,84.151353,84.200356,84.151353,84.258449
seismology-chameleon-500p-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-500p-001,8,89440.713398,90932.611720,89440.713398,92781.567647,42.255961,42.305715,42.255961,42.377136
seismology-chameleon-500p-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-500p-001,16,91150.044411,92511.024893,91150.044411,93945.174084,21.293734,21.345335,21.293734,21.407834
seismology-chameleon-700p-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-700p-001,2,111738.644563,113236.256415,111738.644563,114971.853995,210.760285,210.773114,210.760285,210.814510
seismology-chameleon-700p-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-700p-001,4,111917.250956,113972.681913,111917.250956,115142.830051,105.604619,105.652111,105.604619,105.730032
seismology-chameleon-700p-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-700p-001,8,112177.834613,115146.560728,112177.834613,116241.841167,53.056790,53.119820,53.056790,53.190642
seismology-chameleon-700p-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-700p-001,16,112638.165294,115404.973539,112638.165294,117268.243544,26.748899,26.780822,26.748899,26.821297
seismology-chameleon-1000p-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-1000p-001,2,167791.968517,171056.533119,167791.968517,173060.886578,313.757512,313.765978,313.757512,313.782641
seismology-chameleon-1000p-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-1000p-001,4,168531.469057,172128.810748,168531.469057,174053.524906,157.186418,157.235859,157.186418,157.289365
seismology-chameleon-1000p-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-1000p-001,8,168697.774637,172054.383677,168697.774637,173501.514654,78.938027,79.041309,78.938027,79.151029
seismology-chameleon-1000p-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,seismology-chameleon-1000p-001,16,171586.714710,174696.977422,171586.714710,176699.199035,39.783764,39.837116,39.783764,39.955264
soykb-chameleon-10fastq-10ch-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-10ch-001,2,3511713.558695,3576282.984903,3511713.558695,3643899.784520,8490.047721,8629.365463,8490.047721,8756.189366
soykb-chameleon-10fastq-10ch-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-10ch-001,4,4032882.543159,4115304.774787,4032882.543159,4175797.483167,5937.908433,5985.308299,5937.908433,6016.084734
soykb-chameleon-10fastq-10ch-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-10ch-001,8,5081392.131683,5127254.271072,5081392.131683,5204486.271922,4832.481423,4864.475861,4832.481423,4920.007454
soykb-chameleon-10fastq-10ch-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-10ch-001,16,6895405.576680,6965942.768808,6895405.576680,7056334.255898,4317.405454,4339.406472,4317.405454,4376.146663
soykb-chameleon-10fastq-20ch-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-20ch-001,2,7511924.500886,7655977.053719,7511924.500886,7850394.800309,19776.545242,20139.460716,19776.545242,20376.938454
soykb-chameleon-10fastq-20ch-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-20ch-001,4,9080807.580401,9191997.171512,9080807.580401,9292397.819803,14867.487863,15032.279470,14867.487863,15198.365473
soykb-chameleon-10fastq-20ch-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-20ch-001,8,12056820.203244,12148441.293838,12056820.203244,12214235.710463,12735.990684,12789.840009,12735.990684,12883.014366
soykb-chameleon-10fastq-20ch-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-10fastq-20ch-001,16,17276544.333679,17631084.403921,17276544.333679,17794531.450798,11676.985197,11698.488559,11676.985197,11724.074593
soykb-chameleon-30fastq-10ch-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-30fastq-10ch-001,2,10537398.488145,10792680.603443,10537398.488145,10952877.896090,24766.822899,24907.914256,24766.822899,25022.972073
soykb-chameleon-30fastq-10ch-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-30fastq-10ch-001,4,11927130.165956,12113316.640785,11927130.165956,12312576.729027,16700.849862,16747.860941,16700.849862,16786.054050
soykb-chameleon-30fastq-10ch-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-30fastq-10ch-001,8,14866731.330305,14984186.566320,14866731.330305,15101262.267049,13189.351865,13260.041866,13189.351865,13360.069203
soykb-chameleon-30fastq-10ch-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-30fastq-10ch-001,16,18616953.980497,19311926.216524,18616953.980497,19573213.117705,11454.663637,11506.566037,11454.663637,11548.573807
soykb-chameleon-40fastq-20ch-001-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-40fastq-20ch-001,2,29375417.625431,29580062.642269,29375417.625431,29989380.528712,78746.837949,79332.091091,78746.837949,79862.590918
soykb-chameleon-40fastq-20ch-001-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-40fastq-20ch-001,4,35410065.534704,35779907.018266,35410065.534704,35973184.231697,60468.997364,60508.712946,60468.997364,60530.425566
soykb-chameleon-40fastq-20ch-001-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-40fastq-20ch-001,8,47870565.813208,48343785.158607,47870565.813208,48707585.944003,52590.764820,52837.650121,52590.764820,53170.399092
soykb-chameleon-40fastq-20ch-001-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,soykb-chameleon-40fastq-20ch-001,16,71629929.718105,71979430.363990,71629929.718105,72319462.615101,48772.084331,48916.985976,48772.084331,49100.919609
srasearch-chameleon-10a-005-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-10a-005,2,1246538.227179,1430209.744651,1246538.227179,1617076.098564,3554.437818,3565.749967,3554.437818,3576.599340
srasearch-chameleon-10a-005-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-10a-005,4,1374366.991101,1505395.886863,1374366.991101,1593872.979771,1792.994584,1805.261269,1792.994584,1809.312805
srasearch-chameleon-10a-005-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-10a-005,8,1354458.445960,1398998.654456,1354458.445960,1490298.411704,987.964419,1153.018078,987.964419,1194.647692
srasearch-chameleon-10a-005-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-10a-005,16,1728919.496116,1754193.873474,1728919.496116,1783739.890207,896.939550,943.913667,896.939550,979.301303
srasearch-chameleon-20a-003-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-20a-003,2,7431366.186455,7988958.140942,7431366.186455,8642606.119410,18645.228436,18660.679519,18645.228436,18706.470216
srasearch-chameleon-20a-003-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-20a-003,4,7450567.309555,8162711.950268,7450567.309555,8772357.648418,9340.381686,9372.859657,9340.381686,9422.574777
srasearch-chameleon-20a-003-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-20a-003,8,7002921.148041,7474951.474387,7002921.148041,7947796.895204,5508.217152,5513.723634,5508.217152,5514.873339
srasearch-chameleon-20a-003-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-20a-003,16,8932477.471486,9531272.710800,8932477.471486,9785737.981902,4024.489331,4517.254840,4024.489331,5514.873339
srasearch-chameleon-40a-003-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-40a-003,2,10126955.754356,10499789.697188,10126955.754356,11041250.558631,22158.576234,22174.007089,22158.576234,22189.608375
srasearch-chameleon-40a-003-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-40a-003,4,10009480.829074,10542821.035616,10009480.829074,11416323.684514,11095.074357,11109.323870,11095.074357,11129.246088
srasearch-chameleon-40a-003-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-40a-003,8,10249560.789532,11006427.670740,10249560.789532,11343674.796838,5557.465649,5566.706055,5557.465649,5582.750195
srasearch-chameleon-40a-003-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-40a-003,16,10220792.372969,10860090.150458,10220792.372969,11150719.230496,2849.501183,2901.247947,2849.501183,3034.410924
srasearch-chameleon-50a-003-hosts-2-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-50a-003,2,15050774.006364,16065554.762767,15050774.006364,16857832.208967,33878.443584,33897.304784,33878.443584,33920.521774
srasearch-chameleon-50a-003-hosts-4-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-50a-003,4,16137843.421681,16754637.756430,16137843.421681,17407722.173322,16958.138103,16987.293635,16958.138103,17006.307605
srasearch-chameleon-50a-003-hosts-8-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-50a-003,8,15950400.105881,17001102.534167,15950400.105881,17639511.319738,8495.249805,8510.899274,8495.249805,8535.987962
srasearch-chameleon-50a-003-hosts-16-min-energy-UM-mono-active,min-energy-UM-mono-active,srasearch-chameleon-50a-003,16,15652555.661005,16004725.776910,15652555.661005,16830971.413627,4276.353453,4387.538669,4276.353453,4487.171376
1000genome-chameleon-2ch-250k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-2ch-250k-001,2,1430919.914788,1451258.244274,1430919.914788,1460848.814666,3693.839840,3821.100433,3693.839840,3889.037365
1000genome-chameleon-2ch-250k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-2ch-250k-001,4,1529825.990251,1674698.237929,1529825.990251,1752182.076245,2010.595516,2330.459150,2010.595516,2982.254087
1000genome-chameleon-2ch-250k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-2ch-250k-001,8,2306204.068504,2317997.837996,2306204.068504,2335765.581687,2503.604041,2557.775719,2503.604041,2578.536041
1000genome-chameleon-2ch-250k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-2ch-250k-001,16,3442631.679024,3477038.640967,3442631.679024,3491388.680710,2348.179422,2381.773933,2348.179422,2399.544392
1000genome-chameleon-4ch-250k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-4ch-250k-001,2,3883089.156601,3919551.137641,3883089.156601,3950875.296924,10436.353397,10481.983816,10436.353397,10515.623948
1000genome-chameleon-4ch-250k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-4ch-250k-001,4,3916766.290374,3978745.326074,3916766.290374,4001593.444814,5283.454335,5297.841855,5283.454335,5312.704402
1000genome-chameleon-4ch-250k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-4ch-250k-001,8,4329925.934720,4366535.886381,4329925.934720,4408651.676058,3153.073903,3169.592652,3153.073903,3183.821983
1000genome-chameleon-4ch-250k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-4ch-250k-001,16,4799410.012519,5204073.788499,4799410.012519,5552835.176001,1895.713262,2299.044753,1895.713262,2638.581859
1000genome-chameleon-12ch-250k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-12ch-250k-001,2,9554002.178365,9578271.779182,9554002.178365,9612093.724403,24274.184563,24433.580249,24274.184563,24611.102094
1000genome-chameleon-12ch-250k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-12ch-250k-001,4,9658997.434982,9690189.602521,9658997.434982,9722989.320440,12455.058090,12546.981817,12455.058090,12628.537284
1000genome-chameleon-12ch-250k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-12ch-250k-001,8,9764379.290459,9872078.207252,9764379.290459,9933829.562155,6291.992859,6371.970489,6291.992859,6416.025970
1000genome-chameleon-12ch-250k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-12ch-250k-001,16,10585731.614479,10887860.876750,10585731.614479,11302652.063955,3762.856994,3993.492890,3762.856994,4394.839257
1000genome-chameleon-18ch-250k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-18ch-250k-001,2,14497095.086608,14539751.093578,14497095.086608,14576772.004768,37082.773644,37677.454745,37082.773644,38169.753170
1000genome-chameleon-18ch-250k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-18ch-250k-001,4,14715090.003918,14743139.969752,14715090.003918,14775997.737441,19061.569451,19184.361022,19061.569451,19365.575530
1000genome-chameleon-18ch-250k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-18ch-250k-001,8,14901319.821200,15033133.914803,14901319.821200,15124858.263639,9730.038824,9812.897197,9730.038824,9880.883085
1000genome-chameleon-18ch-250k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,1000genome-chameleon-18ch-250k-001,16,15552571.488560,15760481.533454,15552571.488560,15870708.048291,5373.897801,5505.300687,5373.897801,5573.824426
cycles-chameleon-1l-1c-9p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-1l-1c-9p-001,2,217008.725128,231092.617155,217008.725128,246605.295772,502.731388,503.459441,502.731388,505.758773
cycles-chameleon-1l-1c-9p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-1l-1c-9p-001,4,234836.421627,246809.681802,234836.421627,258215.196481,289.884612,290.931228,289.884612,292.914764
cycles-chameleon-1l-1c-9p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-1l-1c-9p-001,8,273967.342971,287887.611846,273967.342971,295657.067749,195.913635,198.541703,195.913635,201.751031
cycles-chameleon-1l-1c-9p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-1l-1c-9p-001,16,347302.934334,364352.201075,347302.934334,373316.380126,175.742769,176.623552,175.742769,176.857826
cycles-chameleon-2l-1c-9p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-9p-001,2,1053324.951168,1086086.141758,1053324.951168,1108328.707699,2135.423915,2140.832767,2135.423915,2153.615861
cycles-chameleon-2l-1c-9p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-9p-001,4,1039157.913275,1103229.560286,1039157.913275,1170488.883448,1113.362396,1120.555839,1113.362396,1131.390911
cycles-chameleon-2l-1c-9p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-9p-001,8,1040434.839335,1136111.311891,1040434.839335,1185519.619143,601.626169,609.285386,601.626169,618.574187
cycles-chameleon-2l-1c-9p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-9p-001,16,1170652.777326,1193308.691952,1170652.777326,1216375.918016,347.602970,356.570840,347.602970,373.006322
cycles-chameleon-2l-1c-12p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-12p-001,2,2540526.585552,2579134.846683,2540526.585552,2623143.214238,4839.058624,4841.905461,4839.058624,4847.710019
cycles-chameleon-2l-1c-12p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-12p-001,4,2533638.295478,2617447.731283,2533638.295478,2645459.930387,2470.903104,2473.441044,2470.903104,2477.404306
cycles-chameleon-2l-1c-12p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-12p-001,8,2601932.945621,2636635.381236,2601932.945621,2681167.961871,1291.576527,1295.818018,1291.576527,1298.754625
cycles-chameleon-2l-1c-12p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-2l-1c-12p-001,16,2688171.853735,2711068.832500,2688171.853735,2727331.998706,704.398845,706.928447,704.398845,709.132738
cycles-chameleon-5l-1c-12p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-5l-1c-12p-001,2,4887089.191807,4975092.612377,4887089.191807,5028107.593082,9240.387200,9250.414400,9240.387200,9266.383816
cycles-chameleon-5l-1c-12p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-5l-1c-12p-001,4,4783958.203454,4998788.977080,4783958.203454,5102149.191096,4713.351030,4723.517207,4713.351030,4731.768669
cycles-chameleon-5l-1c-12p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-5l-1c-12p-001,8,5045271.631914,5110567.315313,5045271.631914,5194896.438003,2455.498053,2467.074337,2455.498053,2474.581611
cycles-chameleon-5l-1c-12p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,cycles-chameleon-5l-1c-12p-001,16,5186113.836127,5239511.098074,5186113.836127,5279468.343179,1334.547853,1342.985631,1334.547853,1351.667766
epigenomics-chameleon-hep-1seq-100k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-1seq-100k-001,2,108950.780954,126410.377545,108950.780954,144990.768805,350.555822,350.690240,350.555822,350.926664
epigenomics-chameleon-hep-1seq-100k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-1seq-100k-001,4,137470.868595,147220.739339,137470.868595,163010.011043,222.873174,224.071023,222.873174,225.761070
epigenomics-chameleon-hep-1seq-100k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-1seq-100k-001,8,164100.714307,170724.111991,164100.714307,184224.030436,166.084725,166.253890,166.084725,166.431921
epigenomics-chameleon-hep-1seq-100k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-1seq-100k-001,16,199186.486823,207613.871238,199186.486823,214926.228967,122.260697,122.260697,122.260697,122.260697
epigenomics-chameleon-hep-6seq-100k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-6seq-100k-001,2,4205249.466774,4220848.039479,4205249.466774,4238512.898550,10172.515227,10403.132077,10172.515227,10511.993348
epigenomics-chameleon-hep-6seq-100k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-6seq-100k-001,4,4242360.771967,4267252.311596,4242360.771967,4284133.457437,5267.480656,5362.015550,5267.480656,5436.523125
epigenomics-chameleon-hep-6seq-100k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-6seq-100k-001,8,4353954.025378,4381507.344663,4353954.025378,4408454.870220,2788.288910,2814.046915,2788.288910,2842.816208
epigenomics-chameleon-hep-6seq-100k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-hep-6seq-100k-001,16,4459251.680458,4505965.663741,4459251.680458,4560928.356778,1500.008880,1537.973622,1500.008880,1583.042623
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-1seq-100k-001,2,808005.206315,812491.479837,808005.206315,818292.320189,2361.733721,2390.900011,2361.733721,2430.826708
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-1seq-100k-001,4,823279.998332,828465.290158,823279.998332,834713.419939,1243.384219,1259.226396,1243.384219,1271.396971
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-1seq-100k-001,8,850749.905204,858447.031683,850749.905204,868855.066344,679.678253,697.200278,679.678253,717.034494
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-1seq-100k-001,16,942362.777924,953826.694883,942362.777924,960593.990029,412.642295,419.491833,412.642295,427.279519
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-6seq-100k-001,2,3768792.359364,3778740.466354,3768792.359364,3783705.375511,10054.530649,10271.879379,10054.530649,10347.976550
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-6seq-100k-001,4,3805344.197940,3809897.469283,3805344.197940,3817095.448961,5241.856841,5264.811442,5241.856841,5296.482693
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-6seq-100k-001,8,3860367.889093,3886506.110475,3860367.889093,3906347.764253,2749.776288,2770.144803,2749.776288,2799.870108
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,epigenomics-chameleon-ilmn-6seq-100k-001,16,4021466.447664,4060739.378725,4021466.447664,4086676.418244,1568.311489,1598.502295,1568.311489,1661.245341
montage-chameleon-2mass-01d-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-01d-001,2,86457.595818,96211.051411,86457.595818,101511.859497,215.643259,216.336160,215.643259,217.493566
montage-chameleon-2mass-01d-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-01d-001,4,88742.582113,98554.561977,88742.582113,107207.588467,118.115566,118.954851,118.115566,119.529240
montage-chameleon-2mass-01d-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-01d-001,8,100521.350068,105420.152034,100521.350068,111452.921486,69.946593,70.321566,69.946593,70.670806
montage-chameleon-2mass-01d-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-01d-001,16,100599.245379,109444.521972,100599.245379,114656.745183,39.383228,39.622920,39.383228,39.789851
montage-chameleon-2mass-005d-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-005d-001,2,48733.600356,54336.676319,48733.600356,60969.920423,130.475992,130.993330,130.475992,131.557475
montage-chameleon-2mass-005d-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-005d-001,4,46001.366178,53421.179518,46001.366178,59727.157694,71.545260,72.255260,71.545260,73.068880
montage-chameleon-2mass-005d-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-005d-001,8,47423.307929,54947.514515,47423.307929,58415.781128,38.471791,39.240174,38.471791,39.583361
montage-chameleon-2mass-005d-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-2mass-005d-001,16,62129.799041,67575.462893,62129.799041,74129.013424,29.894611,30.848551,29.894611,31.628191
montage-chameleon-dss-10d-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-10d-001,2,9669007.381105,10589896.389709,9669007.381105,11088679.336458,21824.916382,21905.382600,21824.916382,21998.195320
montage-chameleon-dss-10d-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-10d-001,4,10292638.193131,10875597.792861,10292638.193131,11375540.372932,11155.571696,11262.208553,11155.571696,11377.787737
montage-chameleon-dss-10d-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-10d-001,8,10217820.135651,11004764.230531,10217820.135651,11388297.908061,5811.388941,5898.412767,5811.388941,5964.063068
